SeqID,Date Of Stop,Time Of Stop,Agency,SubAgency,Description,Location,Latitude,Longitude,Accident,Belts,Personal Injury,Property Damage,Fatal,Commercial License,HAZMAT,Commercial Vehicle,Alcohol,Work Zone,Search Conducted,Search Disposition,Search Outcome,Search Reason,Search Reason For Stop,Search Type,Search Arrest Reason,State,VehicleType,Manufacture Year,Make,Model,Color,Violation Type,Charge,Contributed To Accident,Race,Gender,Driver City,Driver State,DL State,Arrest Type,Charge Hierarchy,Charge Description,Fine,Points,Contr.Acc Fine,Contr.Acc Points,Section,Driver_City_Latitude,Driver_City_Longitude
5350b934-bd64-40fc-8c82-97926017a621,1/2/2025,23:46:00,MCP,"3rd District, Silver Spring",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,MUNCASTER MILL RD @ ACHILLE LN,39.12859617,-77.1170875,No,No,No,No,No,No,No,No,No,No,No,,Citation,,21-301(a),,,MD,02 - Automobile,2012,MERCEDES,C300,BLACK,Citation,21-201(a1),FALSE,HISPANIC,M,GERMANTOWN,MD,MD,A - Marked Patrol,21-201,,$90.00 ,1,$130.00 ,3,Rules of Road,39.17130815,-77.26557849
5350b934-bd64-40fc-8c82-97926017a621,1/2/2025,23:46:00,MCP,"3rd District, Silver Spring",DRIVING VEHICLE ON HIGHWAY ON EXPIRED LICENSE,MUNCASTER MILL RD @ ACHILLE LN,39.12859617,-77.1170875,No,No,No,No,No,No,No,No,No,No,No,,Citation,,21-301(a),,,MD,02 - Automobile,2012,MERCEDES,C300,BLACK,Citation,16-115(g),FALSE,HISPANIC,M,GERMANTOWN,MD,MD,A - Marked Patrol,16-115,,$70.00 ,0,$70.00 ,0,Drivers' Licenses,39.17130815,-77.26557849
5350b934-bd64-40fc-8c82-97926017a621,1/2/2025,23:46:00,MCP,"3rd District, Silver Spring",DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,MUNCASTER MILL RD @ ACHILLE LN,39.12859617,-77.1170875,No,No,No,No,No,No,No,No,No,No,No,,Citation,,21-301(a),,,MD,02 - Automobile,2012,MERCEDES,C300,BLACK,Citation,16-101(a1),FALSE,HISPANIC,M,GERMANTOWN,MD,MD,A - Marked Patrol,16-101,,MA,5,MA,5,Drivers' Licenses,39.17130815,-77.26557849
5edc0f13-0360-48e6-951d-1d8893c4f369,1/3/2025,1:21:00,MCP,"3rd District, Silver Spring",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,GEORGIA AVE @ HENDERSON AVE,39.0509515,-77.0524745,No,No,No,No,No,No,No,No,No,No,No,,Citation,,21-202(h1),,,MD,02 - Automobile,2019,CHEV,SD,BLACK,Citation,16-303(c),FALSE,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,16-303,,MA,12,MA,12,Drivers' Licenses,38.9997621,-77.0240371
5edc0f13-0360-48e6-951d-1d8893c4f369,1/3/2025,1:21:00,MCP,"3rd District, Silver Spring",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,GEORGIA AVE @ HENDERSON AVE,39.0509515,-77.0524745,No,No,No,No,No,No,No,No,No,No,No,,Citation,,21-202(h1),,,MD,02 - Automobile,2019,CHEV,SD,BLACK,Citation,13-401(h),FALSE,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,13-401,,$150.00 ,0,$150.00 ,0,Certificates of Title and Registration of Vehicles,38.9997621,-77.0240371
5edc0f13-0360-48e6-951d-1d8893c4f369,1/3/2025,1:21:00,MCP,"3rd District, Silver Spring",DRIVER FAIL TO STOP AT STEADY CIRCULAR RED SIGNAL,GEORGIA AVE @ HENDERSON AVE,39.0509515,-77.0524745,No,No,No,No,No,No,No,No,No,No,No,,Citation,,21-202(h1),,,MD,02 - Automobile,2019,CHEV,SD,BLACK,Citation,21-202(h1),FALSE,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,21-202,,$140.00 ,2,$180.00 ,3,Rules of Road,38.9997621,-77.0240371
5edc0f13-0360-48e6-951d-1d8893c4f369,1/3/2025,1:21:00,MCP,"3rd District, Silver Spring",EXCEEDING POSTED MAXIMUM SPEED LIMIT: 40 MPH IN A POSTED 25 MPH ZONE,GEORGIA AVE @ HENDERSON AVE,39.0509515,-77.0524745,No,No,No,No,No,No,No,No,No,No,No,,Citation,,21-202(h1),,,MD,02 - Automobile,2019,CHEV,SD,BLACK,Citation,21-801.1,FALSE,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,21-801.1,Maximum Limits,$530.00 ,5,$530.00 ,5,Speed Restrictions,38.9997621,-77.0240371
34d41936-7032-4bf3-935a-df1e4ba5740f,1/1/2025,22:43:00,MCP,"5th District, Germantown",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,CLOOPER @ MATENEY,39.1563085,-77.2651445,No,No,No,No,Yes,No,No,No,No,No,No,,Citation,,13-411(f),,,MD,02 - Automobile,2016,MERCEDES,C300,SILVER,Citation,13-411(f),FALSE,BLACK,M,GERMANTOWN,MD,MD,A - Marked Patrol,13-411,,$70.00 ,0,$70.00 ,0,Certificates of Title and Registration of Vehicles,39.17130815,-77.26557849
f32bb69d-1cc9-49be-9176-1d9436dde99d,1/2/2025,19:47:00,MCP,"1st District, Rockville",DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS,CHAPMAN AVE AND TWINBROOK PKWY,39.057985,-77.11764333,No,No,No,No,No,No,No,No,No,No,No,,Citation,,13-411(d),,,MD,02 - Automobile,2005,TOYOTA,COROLLA,SILVER,Citation,13-411(d),FALSE,HISPANIC,M,ROCKVILLE,MD,MD,A - Marked Patrol,13-411,,$70.00 ,0,$70.00 ,0,Certificates of Title and Registration of Vehicles,39.0817985,-77.1516844
b638e8d0-c172-4478-ab9f-dcf5753fb739,1/2/2025,18:30:00,MCP,"6th District, Gaithersburg / Montgomery Village",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,GEORGIA AVE @ PRICHARD RD,39.035515,-77.049275,No,No,No,Yes,No,No,No,No,No,No,Unknown,,Unknown,,Unknown,,,MD,02 - Automobile,2006,SUZUKI,GRAND VITARA XL,GRAY,Citation,13-411(f),FALSE,HISPANIC,F,SILVER SPRING,MD,MD,A - Marked Patrol,13-411,,$70.00 ,0,$70.00 ,0,Certificates of Title and Registration of Vehicles,38.9997621,-77.0240371
f32bb69d-1cc9-49be-9176-1d9436dde99d,1/2/2025,19:47:00,MCP,"1st District, Rockville",DRIVING TO DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,CHAPMAN AVE AND TWINBROOK PKWY,39.057985,-77.11764333,No,No,No,No,No,No,No,No,No,No,No,,Citation,,13-411(d),,,MD,02 - Automobile,2005,TOYOTA,COROLLA,SILVER,Citation,16-101(a1),FALSE,HISPANIC,M,ROCKVILLE,MD,MD,A - Marked Patrol,16-101,,MA,5,MA,5,Drivers' Licenses,39.0817985,-77.1516844
b638e8d0-c172-4478-ab9f-dcf5753fb739,1/2/2025,18:30:00,MCP,"6th District, Gaithersburg / Montgomery Village",KNOWINGLY DRIVING UNINSURED VEHICLE,GEORGIA AVE @ PRICHARD RD,39.035515,-77.049275,No,No,No,Yes,No,No,No,No,No,No,Unknown,,Unknown,,Unknown,,,MD,02 - Automobile,2006,SUZUKI,GRAND VITARA XL,GRAY,Citation,17-107(a1),FALSE,HISPANIC,F,SILVER SPRING,MD,MD,A - Marked Patrol,17-107,,MA,5,MA,5,Financial Responsibility and Vehicle Registration,38.9997621,-77.0240371
6889f0ca-5bb3-496c-b60b-7726ab5ca16f,1/1/2025,5:35:00,MCP,"2nd District, Bethesda",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,MASSACHUSSETTS AVE / GOLDSBORO RD,38.99140667,-77.09756783,No,No,No,No,No,No,No,No,No,No,No,,Citation,,21-1001(b),,,MD,02 - Automobile,2014,HONDA,CIVIC,BLACK,Citation,13-401(h),FALSE,ASIAN,F,LAUREL,MD,MD,A - Marked Patrol,13-401,,$150.00 ,0,$150.00 ,0,Certificates of Title and Registration of Vehicles,37.1000973,-84.1148273
6889f0ca-5bb3-496c-b60b-7726ab5ca16f,1/1/2025,5:35:00,MCP,"2nd District, Bethesda",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,MASSACHUSSETTS AVE / GOLDSBORO RD,38.99140667,-77.09756783,No,No,No,No,No,No,No,No,No,No,No,,Citation,,21-1001(b),,,MD,02 - Automobile,2014,HONDA,CIVIC,BLACK,Citation,16-112(c),FALSE,ASIAN,F,LAUREL,MD,MD,A - Marked Patrol,16-112,,$50.00 ,0,$50.00 ,0,Drivers' Licenses,37.1000973,-84.1148273
6889f0ca-5bb3-496c-b60b-7726ab5ca16f,1/1/2025,5:35:00,MCP,"2nd District, Bethesda",CAUSING STANDING VEH. TO OBSTRUCT FREE VEH. PASSAGE OF ROADWAY,MASSACHUSSETTS AVE / GOLDSBORO RD,38.99140667,-77.09756783,No,No,No,No,No,No,No,No,No,No,No,,Citation,,21-1001(b),,,MD,02 - Automobile,2014,HONDA,CIVIC,BLACK,Citation,21-1001(b),FALSE,ASIAN,F,LAUREL,MD,MD,A - Marked Patrol,21-1001,,$60.00 ,0,$60.00 ,0,Parking Violations,37.1000973,-84.1148273
45a02a35-6535-4e2d-a0a3-77b74e4330d2,1/1/2025,23:19:00,MCP,"1st District, Rockville",FAILURE TO STOP AT STOP SIGN,JONES LN/FALCONBRIDGE DR,39.10285833,-77.265035,No,No,No,No,No,No,No,No,No,No,No,,Citation,,21-707(a),,,MD,02 - Automobile,2008,FORD,EXPLORER,WHITE,Citation,21-707(a),FALSE,WHITE,M,GAITHERSBURG,MD,MD,A - Marked Patrol,21-707,,$90.00 ,1,$130.00 ,3,Rules of Road,39.1399187,-77.1929215
00bfe171-7eeb-4c94-bebd-f2a2eb2d7b8e,1/1/2025,9:50:00,MCP,"4th District, Wheaton",FAILURE TO CONTROL VEH. SPEED ON HWY. TO AVOID COLLISION,EDNOR RD/ALEXANDER MANOR DR,39.128175,-77.0163685,Yes,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,,Unknown,,,MD,02 - Automobile,2018,HONDA,CR-V,GRAY,Citation,21-801(b),TRUE,BLACK,M,ROCKVILLE,MD,MD,A - Marked Patrol,21-801,,$130.00 ,3,$130.00 ,3,Speed Restrictions,39.0817985,-77.1516844
00bfe171-7eeb-4c94-bebd-f2a2eb2d7b8e,1/1/2025,9:50:00,MCP,"4th District, Wheaton",FAILURE TO STOP AT STOP SIGN AT NEAREST POINT OF APPROACHING TRAFFIC VIEW,EDNOR RD/ALEXANDER MANOR DR,39.128175,-77.0163685,Yes,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,,Unknown,,,MD,02 - Automobile,2018,HONDA,CR-V,GRAY,Citation,21-707(c),TRUE,BLACK,M,ROCKVILLE,MD,MD,A - Marked Patrol,21-707,,$90.00 ,1,$130.00 ,3,Rules of Road,39.0817985,-77.1516844
7c98a721-8da9-44c5-a9d3-cb21732a0fec,1/1/2025,3:19:00,MCP,"5th District, Germantown","NEGLIGENT DRIVING VEHICLE IN CARELESS AND IMPRUDENT MANNER ENDANGERING PROPERTY, LIFE AND PERSON",N FREDERICK RD @ CHESTNUT ST,39.13504167,-77.18260333,No,No,No,No,No,No,No,No,No,No,No,,Citation,,13-401(h),,,MD,02 - Automobile,2009,HONDA,FIT,BLACK,Citation,21-901.1(b),FALSE,HISPANIC,M,GAITHERSBURG,MD,MD,A - Marked Patrol,21-901.1,Reckless and Negligent Driving,$240.00 ,1,$280.00 ,3,Driving Offenses,39.1399187,-77.1929215
7c98a721-8da9-44c5-a9d3-cb21732a0fec,1/1/2025,3:19:00,MCP,"5th District, Germantown",DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,N FREDERICK RD @ CHESTNUT ST,39.13504167,-77.18260333,No,No,No,No,No,No,No,No,No,No,No,,Citation,,13-401(h),,,MD,02 - Automobile,2009,HONDA,FIT,BLACK,Citation,16-101(a1),FALSE,HISPANIC,M,GAITHERSBURG,MD,MD,A - Marked Patrol,16-101,,MA,5,MA,5,Drivers' Licenses,39.1399187,-77.1929215
7c98a721-8da9-44c5-a9d3-cb21732a0fec,1/1/2025,3:19:00,MCP,"5th District, Germantown",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,N FREDERICK RD @ CHESTNUT ST,39.13504167,-77.18260333,No,No,No,No,No,No,No,No,No,No,No,,Citation,,13-401(h),,,MD,02 - Automobile,2009,HONDA,FIT,BLACK,Citation,13-401(h),FALSE,HISPANIC,M,GAITHERSBURG,MD,MD,A - Marked Patrol,13-401,,$150.00 ,0,$150.00 ,0,Certificates of Title and Registration of Vehicles,39.1399187,-77.1929215
6e31cf1d-f74d-46a5-81ba-4f8f4a028f1c,1/1/2025,4:31:00,MCP,"5th District, Germantown",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,GERMANTOWN RD @ MIDDLEBROOK RD,39.17674167,-77.27314,No,No,No,No,No,No,No,No,No,No,No,,Citation,,21-201(a1),,,MD,02 - Automobile,2014,INFINITI,QX60,BLACK,Citation,13-411(f),FALSE,BLACK,M,GAITHERSBURG,MD,MD,A - Marked Patrol,13-411,,$70.00 ,0,$70.00 ,0,Certificates of Title and Registration of Vehicles,39.1399187,-77.1929215
aac1d1b9-a23b-4f7b-93fa-fd87849bb08e,1/1/2025,5:03:00,MCP,"5th District, Germantown",FAILURE TO DRIVE VEHICLE ON RIGHT HALF OF ROADWAY WHEN REQUIRED,E DIAMOND AVE AT S SUMMIT AVE,39.138735,-77.19406333,No,No,No,No,No,No,No,No,No,No,No,,Citation,,21-301(a),,,MD,02 - Automobile,2019,TOYT,4H,WHITE,Citation,21-301(a),FALSE,ASIAN,M,GAITHERSBURG,MD,MD,A - Marked Patrol,21-301,,$90.00 ,1,$130.00 ,3,Rules of Road,39.1399187,-77.1929215
aac1d1b9-a23b-4f7b-93fa-fd87849bb08e,1/1/2025,5:03:00,MCP,"5th District, Germantown",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,E DIAMOND AVE AT S SUMMIT AVE,39.138735,-77.19406333,No,No,No,No,No,No,No,No,No,No,No,,Citation,,21-301(a),,,MD,02 - Automobile,2019,TOYT,4H,WHITE,Citation,21-201(a1),FALSE,ASIAN,M,GAITHERSBURG,MD,MD,A - Marked Patrol,21-201,,$90.00 ,1,$130.00 ,3,Rules of Road,39.1399187,-77.1929215
c286af6b-920e-402d-8a1d-be524692ce6c,1/2/2025,23:20:00,MCP,"5th District, Germantown",EXCEEDING POSTED MAXIMUM SPEED LIMIT: 60 MPH IN A POSTED 35 MPH ZONE,CENTURY BLVD @ AIRCRAFT DR,39.18250833,-77.25895,No,No,No,No,No,No,No,No,No,No,No,,Citation,,21-801.1,,,MD,02 - Automobile,2013,INFI,SD,SILVER,Citation,21-801.1,FALSE,BLACK,M,FREDERICK,MD,MD,A - Marked Patrol,21-801.1,Maximum Limits,$530.00 ,5,$530.00 ,5,Speed Restrictions,39.2127031,-78.279166
c286af6b-920e-402d-8a1d-be524692ce6c,1/2/2025,23:20:00,MCP,"5th District, Germantown",DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 60/35,CENTURY BLVD @ AIRCRAFT DR,39.18250833,-77.25895,No,No,No,No,No,No,No,No,No,No,No,,Citation,,21-801.1,,,MD,02 - Automobile,2013,INFI,SD,SILVER,Citation,21-801(a),FALSE,BLACK,M,FREDERICK,MD,MD,A - Marked Patrol,21-801,,$90.00 ,1,$130.00 ,3,Speed Restrictions,39.2127031,-78.279166
c286af6b-920e-402d-8a1d-be524692ce6c,1/2/2025,23:20:00,MCP,"5th District, Germantown",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,CENTURY BLVD @ AIRCRAFT DR,39.18250833,-77.25895,No,No,No,No,No,No,No,No,No,No,No,,Citation,,21-801.1,,,MD,02 - Automobile,2013,INFI,SD,SILVER,Citation,21-201(a1),FALSE,BLACK,M,FREDERICK,MD,MD,A - Marked Patrol,21-201,,$90.00 ,1,$130.00 ,3,Rules of Road,39.2127031,-78.279166
6ba1845f-ad29-48e1-a9d3-36c8a06a590f,1/2/2025,23:58:00,MCP,"5th District, Germantown",EXCEEDING POSTED MAXIMUM SPEED LIMIT: 65 MPH IN A POSTED 55 MPH ZONE,S 270 BTWN X12 AND X9,39.12132167,-77.17887333,No,No,No,No,No,No,No,No,No,No,No,,Citation,,21-801(a),,,MD,02 - Automobile,2022,BUIC,UT,RED,Citation,21-801.1,FALSE,BLACK,M,GAITHERSBURG,MD,MD,A - Marked Patrol,21-801.1,Maximum Limits,$530.00 ,5,$530.00 ,5,Speed Restrictions,39.1399187,-77.1929215
566791f7-d3c4-4fe0-8dc5-9b38db3410c6,1/3/2025,0:42:00,MCP,"5th District, Germantown",FAILURE TO STOP AT STOP SIGN,AIRCRAFT DR @ CRYSTAL ROCK DR,39.18998,-77.26643333,No,No,No,No,No,No,No,No,No,No,No,,Citation,,21-707(a),,,MD,02 - Automobile,2024,BMW,IX,WHITE,Citation,21-707(a),FALSE,WHITE,M,GERMANTOWN,MD,MD,A - Marked Patrol,21-707,,$90.00 ,1,$130.00 ,3,Rules of Road,39.17130815,-77.26557849
af44dfd4-6197-4cce-960b-1e295f126501,1/1/2025,1:45:00,MCP,"1st District, Rockville",DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS,RANDOLPH RD PRIOR TO ROCKING HORSE RD,39.05390833,-77.09561167,No,No,No,Yes,No,No,No,No,No,No,Unknown,,Unknown,,Unknown,,,MD,02 - Automobile,2019,FORD,MUSTANG,GRAY,Citation,13-411(d),FALSE,HISPANIC,M,BETHESDA,MD,MD,A - Marked Patrol,13-411,,$70.00 ,0,$70.00 ,0,Certificates of Title and Registration of Vehicles,38.98127255,-77.12335871
af44dfd4-6197-4cce-960b-1e295f126501,1/1/2025,1:45:00,MCP,"1st District, Rockville",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,RANDOLPH RD PRIOR TO ROCKING HORSE RD,39.05390833,-77.09561167,No,No,No,Yes,No,No,No,No,No,No,Unknown,,Unknown,,Unknown,,,MD,02 - Automobile,2019,FORD,MUSTANG,GRAY,Citation,13-411(f),FALSE,HISPANIC,M,BETHESDA,MD,MD,A - Marked Patrol,13-411,,$70.00 ,0,$70.00 ,0,Certificates of Title and Registration of Vehicles,38.98127255,-77.12335871
cb79bd8e-d55a-42ce-b4a0-61cb95ab973f,1/1/2025,12:57:00,MCP,"5th District, Germantown",FAILURE TO CONTROL VEHICLE SPEED ON HIGHWAY TO AVOID COLLISION,9615 MAIN ST,39.25980283,-77.14991,Yes,No,No,Yes,No,No,No,No,No,No,Unknown,,Unknown,,Unknown,,,MD,02 - Automobile,2022,VOLKSWAGEN,TIGUAN,WHITE,Citation,21-801(b),TRUE,WHITE,F,GAITHERSBURG,MD,MD,A - Marked Patrol,21-801,,$130.00 ,3,$130.00 ,3,Speed Restrictions,39.1399187,-77.1929215
cb79bd8e-d55a-42ce-b4a0-61cb95ab973f,1/1/2025,12:57:00,MCP,"5th District, Germantown",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,9615 MAIN ST,39.25980283,-77.14991,No,No,No,Yes,No,No,No,No,No,No,Unknown,,Unknown,,Unknown,,,MD,02 - Automobile,2022,VOLKSWAGEN,TIGUAN,WHITE,Citation,16-112(c),FALSE,WHITE,F,GAITHERSBURG,MD,MD,A - Marked Patrol,16-112,,$50.00 ,0,$50.00 ,0,Drivers' Licenses,39.1399187,-77.1929215
cb79bd8e-d55a-42ce-b4a0-61cb95ab973f,1/1/2025,12:57:00,MCP,"5th District, Germantown",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,9615 MAIN ST,39.25980283,-77.14991,No,No,No,Yes,No,No,No,No,No,No,Unknown,,Unknown,,Unknown,,,MD,02 - Automobile,2022,VOLKSWAGEN,TIGUAN,WHITE,Citation,16-303(c),FALSE,WHITE,F,GAITHERSBURG,MD,MD,A - Marked Patrol,16-303,,MA,12,MA,12,Drivers' Licenses,39.1399187,-77.1929215
cb79bd8e-d55a-42ce-b4a0-61cb95ab973f,1/1/2025,12:57:00,MCP,"5th District, Germantown",DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,9615 MAIN ST,39.25980283,-77.14991,No,No,No,Yes,No,No,No,No,No,No,Unknown,,Unknown,,Unknown,,,MD,02 - Automobile,2022,VOLKSWAGEN,TIGUAN,WHITE,Citation,16-101(a1),FALSE,WHITE,F,GAITHERSBURG,MD,MD,A - Marked Patrol,16-101,,MA,5,MA,5,Drivers' Licenses,39.1399187,-77.1929215
